,0
HAEMATOCRIT,35.66410642186155
HAEMOGLOBINS,4.344410853401507
ERYTHROCYTE,0.6154555608663917
LEUCOCYTE,24.91306577495774
THROMBOCYTE,12695.912372654087
MCH,7.271219496642314
MCHC,1.5551473135996927
MCV,47.83214783030998
AGE,478.4765251267743
SEX,0.24936005025318433
SOURCE,0.23966953926908202
