,0
HAEMATOCRIT,38.22611060743427
HAEMOGLOBINS,12.749350256875191
ERYTHROCYTE,4.544802055001511
LEUCOCYTE,8.715533393774555
THROMBOCYTE,258.89301903898456
MCH,28.2300392867936
MCHC,33.33647627682079
MCV,84.61133272892113
AGE,46.644303414928984
SEX,0.5267452402538532
SOURCE,0.3980054397098821
